InvoiceNo,InvoiceDate,InvoiceTime,StockCode,Description,Quantity,UnitPrice,Totalsale,CustomerID,Country
536415,01-12-2010,11:57:00 AM,22595,CHRISTMAS GINGHAM HEART,6,0.85,5.1,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,21986,PACK OF 12 PINK POLKADOT TISSUES,12,0.29,3.48,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22750,FELTCRAFT PRINCESS LOLA DOLL,2,3.75,7.5,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22616,PACK OF 12 LONDON TISSUES ,12,0.29,3.48,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22775,PURPLE DRAWERKNOB ACRYLIC EDWARDIAN,1,1.25,1.25,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22899,CHILDREN'S APRON DOLLY GIRL ,2,2.1,4.2,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22367,CHILDRENS APRON SPACEBOY DESIGN,3,1.95,5.85,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22942,CHRISTMAS LIGHTS 10 SANTAS ,3,8.5,25.5,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22941,CHRISTMAS LIGHTS 10 REINDEER,3,8.5,25.5,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,2.95,17.7,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22940,FELTCRAFT CHRISTMAS FAIRY,2,4.25,8.5,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,21212,PACK OF 72 RETROSPOT CAKE CASES,2,0.55,1.1,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,21976,PACK OF 60 MUSHROOM CAKE CASES,2,0.55,1.1,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22951,60 CAKE CASES DOLLY GIRL DESIGN,2,0.55,1.1,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,21977,PACK OF 60 PINK PAISLEY CAKE CASES,3,0.55,1.65,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22834,HAND WARMER BABUSHKA DESIGN,3,2.1,6.3,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22867,HAND WARMER BIRD DESIGN,3,2.1,6.3,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22865,HAND WARMER OWL DESIGN,3,2.1,6.3,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22632,HAND WARMER RED RETROSPOT,3,2.1,6.3,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,21916,SET 12 RETRO WHITE CHALK STICKS,2,0.42,0.84,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22587,FELTCRAFT HAIRBAND RED AND BLUE,4,0.85,3.4,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,3,0.85,2.55,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22565,FELTCRAFT HAIRBANDS PINK AND WHITE ,3,0.85,2.55,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22472,TV DINNER TRAY DOLLY GIRL,2,4.95,9.9,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22557,PLASTERS IN TIN VINTAGE PAISLEY ,3,1.65,4.95,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22551,PLASTERS IN TIN SPACEBOY,3,1.65,4.95,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22554,PLASTERS IN TIN WOODLAND ANIMALS,3,1.65,4.95,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22534,MAGIC DRAWING SLATE SPACEBOY ,3,0.42,1.26,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22531,MAGIC DRAWING SLATE CIRCUS PARADE  ,3,0.42,1.26,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22529,MAGIC DRAWING SLATE GO TO THE FAIR ,3,0.42,1.26,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22530,MAGIC DRAWING SLATE DOLLY GIRL ,3,0.42,1.26,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2.95,8.85,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22837,HOT WATER BOTTLE BABUSHKA ,3,4.65,13.95,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,85049H,URBAN BLACK RIBBONS ,2,1.25,2.5,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,3.75,7.5,12838.0,United Kingdom
536415,01-12-2010,11:57:00 AM,22807,SET OF 6 T-LIGHTS TOADSTOOLS,12,2.95,35.4,12838.0,United Kingdom
536416,01-12-2010,11:58:00 AM,21494,ROTATING LEAVES T-LIGHT HOLDER,12,1.25,15.0,13255.0,United Kingdom
536416,01-12-2010,11:58:00 AM,21915,RED  HARMONICA IN BOX ,72,1.25,90.0,13255.0,United Kingdom
536416,01-12-2010,11:58:00 AM,22938,CUPCAKE LACE PAPER SET 6,12,1.95,23.4,13255.0,United Kingdom
536416,01-12-2010,11:58:00 AM,22768,FAMILY PHOTO FRAME CORNICE,4,9.95,39.8,13255.0,United Kingdom
536416,01-12-2010,11:58:00 AM,22767,TRIPLE PHOTO FRAME CORNICE ,4,9.95,39.8,13255.0,United Kingdom
536416,01-12-2010,11:58:00 AM,82494L,WOODEN FRAME ANTIQUE WHITE ,6,2.95,17.7,13255.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21889,WOODEN BOX OF DOMINOES,12,1.25,15.0,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,1.25,15.0,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21891,TRADITIONAL WOODEN SKIPPING ROPE,12,1.25,15.0,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2.95,17.7,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21718,RED METAL BEACH SPADE ,12,1.25,15.0,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2.55,20.4,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,21715,GIRLS VINTAGE TIN SEASIDE BUCKET,8,2.55,20.4,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22113,GREY HEART HOT WATER BOTTLE,4,3.75,15.0,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22111,SCOTTIE DOG HOT WATER BOTTLE,3,4.95,14.85,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22110,BIRD HOUSE HOT WATER BOTTLE,6,2.55,15.3,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22358,KINGS CHOICE TEA CADDY ,6,2.95,17.7,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22357,KINGS CHOICE BISCUIT TIN,4,4.25,17.0,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22115,METAL SIGN EMPIRE TEA,6,2.95,17.7,16583.0,United Kingdom
536420,01-12-2010,12:03:00 PM,22969,HOMEMADE JAM SCENTED CANDLES,12,1.45,17.4,16583.0,United Kingdom
536423,01-12-2010,12:08:00 PM,22619,SET OF 6 SOLDIER SKITTLES,4,3.75,15.0,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,21481,FAWN BLUE HOT WATER BOTTLE,6,2.95,17.7,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,22632,HAND WARMER RED RETROSPOT,12,2.1,25.2,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,22837,HOT WATER BOTTLE BABUSHKA ,8,4.65,37.2,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,21479,WHITE SKULL HOT WATER BOTTLE ,8,3.75,30.0,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,21485,RETROSPOT HEART HOT WATER BOTTLE,8,4.95,39.6,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,84029E,RED WOOLLY HOTTIE WHITE HEART.,8,3.75,30.0,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,22111,SCOTTIE DOG HOT WATER BOTTLE,16,4.95,79.2,18085.0,United Kingdom
536423,01-12-2010,12:08:00 PM,22113,GREY HEART HOT WATER BOTTLE,8,3.75,30.0,18085.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22837,HOT WATER BOTTLE BABUSHKA ,8,4.65,37.2,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22585,PACK OF 6 BIRDY GIFT TAGS,12,1.25,15.0,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,79321,CHILLI LIGHTS,8,4.95,39.6,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22637,PIGGY BANK RETROSPOT ,12,2.55,30.6,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,21556,CERAMIC STRAWBERRY MONEY BOX,6,2.55,15.3,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,1.45,17.4,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22644,CERAMIC CHERRY CAKE MONEY BANK,12,1.45,17.4,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,1.45,17.4,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22650,CERAMIC PIRATE CHEST MONEY BANK,12,1.45,17.4,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22508,DOORSTOP RETROSPOT HEART,8,3.75,30.0,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,21411,GINGHAM HEART  DOORSTOP RED,3,4.25,12.75,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22511,RETROSPOT BABUSHKA DOORSTOP,4,3.75,15.0,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22451,SILK PURSE BABUSHKA RED,6,3.35,20.1,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22449,SILK PURSE BABUSHKA PINK,6,3.35,20.1,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22768,FAMILY PHOTO FRAME CORNICE,2,9.95,19.9,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22829,SWEETHEART WIRE WALL TIDY,2,9.95,19.9,13758.0,United Kingdom
536425,01-12-2010,12:08:00 PM,22961,JAM MAKING SET PRINTED,12,1.45,17.4,13758.0,United Kingdom
536437,01-12-2010,12:12:00 PM,21154,RED RETROSPOT OVEN GLOVE ,200,1.06,212.0,13694.0,United Kingdom
536437,01-12-2010,12:12:00 PM,22189,CREAM HEART CARD HOLDER,72,3.39,244.08,13694.0,United Kingdom
536437,01-12-2010,12:12:00 PM,17021,NAMASTE SWAGAT INCENSE,600,0.24,144.0,13694.0,United Kingdom
536437,01-12-2010,12:12:00 PM,22059,CERAMIC STRAWBERRY DESIGN MUG,48,1.25,60.0,13694.0,United Kingdom
536437,01-12-2010,12:12:00 PM,22188,BLACK HEART CARD HOLDER,36,3.39,122.04,13694.0,United Kingdom
536437,01-12-2010,12:12:00 PM,84678,CLASSICAL ROSE SMALL VASE,48,1.25,60.0,13694.0,United Kingdom
536446,01-12-2010,12:15:00 PM,85172,HYACINTH BULB T-LIGHT CANDLES,32,0.42,13.44,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,1.45,2.9,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22144,CHRISTMAS CRAFT LITTLE FRIENDS,2,2.1,4.2,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21591,COSY HOUR CIGAR BOX MATCHES ,6,1.25,7.5,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22480,RED TEA TOWEL CLASSIC DESIGN,12,1.25,15.0,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22294,HEART FILIGREE DOVE  SMALL,48,1.25,60.0,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21156,RETROSPOT CHILDRENS APRON,1,1.95,1.95,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,10133,COLOURING PENCILS BROWN TUBE,5,0.85,4.25,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,6,2.55,15.3,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22294,HEART FILIGREE DOVE  SMALL,24,1.25,30.0,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,84836,ZINC METAL HEART DECORATION,12,1.25,15.0,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,20774,GREEN FERN NOTEBOOK,2,1.65,3.3,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,20773,BLUE PAISLEY NOTEBOOK,2,1.65,3.3,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,20777,CHRYSANTHEMUM NOTEBOOK,2,1.65,3.3,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,16016,LARGE CHINESE STYLE SCISSOR,10,0.85,8.5,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,16014,SMALL CHINESE STYLE SCISSOR,10,0.42,4.2,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21890,S/6 WOODEN SKITTLES IN COTTON BAG,2,2.95,5.9,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21891,TRADITIONAL WOODEN SKIPPING ROPE,2,1.25,2.5,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22619,SET OF 6 SOLDIER SKITTLES,8,3.75,30.0,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22620,4 TRADITIONAL SPINNING TOPS,6,1.25,7.5,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,12,2.55,30.6,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,85169B,BLACK LOVE BIRD CANDLE,24,1.25,30.0,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21156,RETROSPOT CHILDRENS APRON,3,1.95,5.85,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21651,HANGING GLASS ETCHED TEALIGHT,6,1.65,9.9,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21651,HANGING GLASS ETCHED TEALIGHT,6,1.65,9.9,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,10,2.95,29.5,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22618,COOKING SET RETROSPOT,2,9.95,19.9,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21586,KINGS CHOICE GIANT TUBE MATCHES,4,2.55,10.2,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,21587,COSY HOUR GIANT TUBE MATCHES,4,2.55,10.2,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,22152,PLACE SETTING WHITE STAR,24,0.42,10.08,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,85172,HYACINTH BULB T-LIGHT CANDLES,16,0.42,6.72,15983.0,United Kingdom
536446,01-12-2010,12:15:00 PM,84754,S/15 SILVER GLASS BAUBLES IN BAG,24,1.25,30.0,15983.0,United Kingdom
536460,01-12-2010,12:22:00 PM,22670,FRENCH WC SIGN BLUE METAL,12,1.25,15.0,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21586,KINGS CHOICE GIANT TUBE MATCHES,12,2.55,30.6,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,84992,72 SWEETHEART FAIRY CAKE CASES,24,0.55,13.2,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,84879,ASSORTED COLOUR BIRD ORNAMENT,24,1.69,40.56,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,84849B,FAIRY SOAP SOAP HOLDER,12,1.69,20.28,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,22927,GREEN GIANT GARDEN THERMOMETER,2,5.95,11.9,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,22926,IVORY GIANT GARDEN THERMOMETER,4,5.95,23.8,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,22925,BLUE GIANT GARDEN THERMOMETER,2,5.95,11.9,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,0.55,13.2,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21485,RETROSPOT HEART HOT WATER BOTTLE,6,4.95,29.7,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21484,CHICK GREY HOT WATER BOTTLE,8,3.45,27.6,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21259,VICTORIAN SEWING BOX SMALL ,2,5.95,11.9,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21257,VICTORIAN SEWING BOX MEDIUM,2,7.95,15.9,14849.0,United Kingdom
536460,01-12-2010,12:22:00 PM,21121,SET/10 RED POLKADOT PARTY CANDLES,24,1.25,30.0,14849.0,United Kingdom
536463,01-12-2010,12:22:00 PM,82552,WASHROOM METAL SIGN,12,1.45,17.4,14849.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90200B,BLACK SWEETHEART BRACELET,2,4.25,8.5,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90059B,DIAMANTE HAIR GRIP PACK/2 BLACK DIA,2,1.65,3.3,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90185C,BLACK DIAMANTE EXPANDABLE RING,2,4.25,8.5,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90059E,DIAMANTE HAIR GRIP PACK/2 RUBY,3,1.65,4.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90059C,DIAMANTE HAIR GRIP PACK/2 MONTANA,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90200C,BLUE SWEETHEART BRACELET,1,4.25,4.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90200D,PINK SWEETHEART BRACELET,3,4.25,12.75,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,90200A,PURPLE SWEETHEART BRACELET,1,4.25,4.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22386,JUMBO BAG PINK POLKADOT,1,1.95,1.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85099B,JUMBO BAG RED RETROSPOT,1,1.95,1.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,84879,ASSORTED COLOUR BIRD ORNAMENT,8,1.69,13.52,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22737,RIBBON REEL CHRISTMAS PRESENT ,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21260,FIRST AID TIN,1,3.25,3.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22744,MAKE YOUR OWN MONSOON CARD KIT,2,2.95,5.9,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21985,PACK OF 12 HEARTS DESIGN TISSUES ,1,0.29,0.29,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21980,PACK OF 12 RED RETROSPOT TISSUES ,1,0.29,0.29,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22988,SOLDIERS EGG CUP ,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22297,HEART IVORY TRELLIS SMALL,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22294,HEART FILIGREE DOVE  SMALL,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22295,HEART FILIGREE DOVE LARGE,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22813,PACK 3 BOXES BIRD PANNETONE ,2,1.95,3.9,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22812,PACK 3 BOXES CHRISTMAS PANNETONE,6,1.95,11.7,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22197,SMALL POPCORN HOLDER,5,0.85,4.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,0.55,0.55,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22619,SET OF 6 SOLDIER SKITTLES,1,3.75,3.75,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,1,0.42,0.42,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21992,VINTAGE PAISLEY STATIONERY SET,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21124,SET/10 BLUE POLKADOT PARTY CANDLES,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22735,RIBBON REEL SOCKS AND MITTENS,2,1.65,3.3,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22952,60 CAKE CASES VINTAGE CHRISTMAS,2,0.55,1.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22945,CHRISTMAS METAL TAGS ASSORTED ,6,0.85,5.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21816,CHRISTMAS TREE T-LIGHT HOLDER,2,1.45,2.9,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21815,STAR  T-LIGHT HOLDER ,4,1.45,5.8,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21814,HEART T-LIGHT HOLDER ,2,1.45,2.9,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,10125,MINI FUNKY DESIGN TAPES,2,0.85,1.7,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22810,SET OF 6 T-LIGHTS SNOWMEN,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22573,STAR WOODEN CHRISTMAS DECORATION,1,0.85,0.85,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22577,WOODEN HEART CHRISTMAS SCANDINAVIAN,1,0.85,0.85,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22603,CHRISTMAS RETROSPOT TREE WOOD,2,0.85,1.7,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22809,SET OF 6 T-LIGHTS SANTA,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,20866,BLUE ROSE FABRIC MIRROR,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85095,THREE CANVAS LUGGAGE TAGS,1,1.95,1.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22333,RETROSPOT PARTY BAG + STICKER SET,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22557,PLASTERS IN TIN VINTAGE PAISLEY ,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21584,RETROSPOT SMALL TUBE MATCHES,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22731,3D CHRISTMAS STAMPS STICKERS ,2,1.25,2.5,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22866,HAND WARMER SCOTTY DOG DESIGN,1,2.1,2.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22866,HAND WARMER SCOTTY DOG DESIGN,3,2.1,6.3,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,1.49,2.98,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22956,36 FOIL HEART CAKE CASES,1,2.1,2.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22945,CHRISTMAS METAL TAGS ASSORTED ,6,0.85,5.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22582,PACK OF 6 SWEETIE GIFT BOXES,1,2.55,2.55,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21212,PACK OF 72 RETROSPOT CAKE CASES,1,0.55,0.55,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21212,PACK OF 72 RETROSPOT CAKE CASES,2,0.55,1.1,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22585,PACK OF 6 BIRDY GIFT TAGS,3,1.25,3.75,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21121,SET/10 RED POLKADOT PARTY CANDLES,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,1.25,1.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22759,SET OF 3 NOTEBOOKS IN PARCEL,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21815,STAR  T-LIGHT HOLDER ,1,1.45,1.45,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85231B,CINAMMON SET OF 9 T-LIGHTS,3,0.85,2.55,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85231G,ORANGE SCENTED SET/9 T-LIGHTS,5,0.85,4.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22082,RIBBON REEL STRIPES DESIGN ,5,1.65,8.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22500,SET OF 2 TINS JARDIN DE PROVENCE,2,4.95,9.9,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22742,MAKE YOUR OWN PLAYTIME CARD KIT,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21329,DINOSAURS  WRITING SET ,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21328,BALLOONS  WRITING SET ,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21327,SKULLS WRITING SET ,1,1.65,1.65,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21992,VINTAGE PAISLEY STATIONERY SET,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,21738,COSY SLIPPER SHOES SMALL  RED ,1,2.95,2.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,48173C,DOORMAT BLACK FLOCK ,1,7.95,7.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85099C,JUMBO  BAG BAROQUE BLACK WHITE,1,1.95,1.95,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,22960,JAM MAKING SET WITH JARS,1,4.25,4.25,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85231G,ORANGE SCENTED SET/9 T-LIGHTS,1,0.85,0.85,17968.0,United Kingdom
536464,01-12-2010,12:23:00 PM,85231B,CINAMMON SET OF 9 T-LIGHTS,2,0.85,1.7,17968.0,United Kingdom
